id,video_id,author,text,abusive
UgjvZMTdRFv9TXgCoAEC,gapDCCE1NHU,MrLuch99,одних олагархов смели других поставели у руля через года опять будет банду геть ,False
Ugi9M0WYLxdyVngCoAEC.7-H0Z7-Os3P70lAeJtIKpT,BtCEuApUR2s,Данил Токарев,а тебя кто то заставляет да и по моему сейчас уже все резко поменялось в россии по сравнению с ми гораздо все повернулось в лучшую сторону а вот для украины помоему наоборот все к м годам скотились что в россии тогда было ,True
Ugh4NuRElmvh7HgCoAEC,V5uy0IGiWkQ,osvag1,ну то есть мы видим наглядно что власть заставляя одну активную часть населения ненавидеть другую активную часть населения фактически провоцирует гражданскую войну ,False
Ugiw6eTdcikynHgCoAEC.7-H0Z7-7eW07-J2n_xpJqd,XK1A8MPb6Ro,MammaBear1337, максим щербаков каким глупым надо быть чтобы бояться «европейских геев» ,False
Ughpedgc9XJckHgCoAEC.8EvcGrUNqPU8GhmhNTiWR1,bwkpMD8HQxU,женя смит,послухай москаля зроби навпаки поняв чмо кацапське ,True
UgimFzvfEg_3TXgCoAEC.886p1Y6AbT98_aKJ9wmc-1,8SqTaE4-5a4,Денис Спинул,богдан краюшкин спасибо тебе братка ,False
UggplEW8lLzTb3gCoAEC,V8B4KOpCSV0,Punished Chen,христос вас благослови ,False
UggviO-wxNK_F3gCoAEC,GGaQ5BDNouM,зоя шевчук,вот этот парень цвет нации а существа по ту сторону барикад позор нации ,False
UghxSl-pWh31WngCoAEC,TZQn1HLqiGw,Юрий Домовесов,ну вот что еще за хер снова ,True
Ugg2OTefmwvSj3gCoAEC.7-H0Z7-H8Sw7-H7iZi2VHB,T6IbEIBhb8o,Rus Voinov, хомутовский евгений а что ты хотел ходить по центру киева с оружием убивать милиционеров и чтобы вам хлопали правильно и ответили кстати не вакт что не бандеровцы ибо у их же раниных разбиты затылки видимо в авангарде шли и свои же не докинули камни надо было сразу еще пару месяцев жесткачь устроить и всего этого бы не было а так в пропасть страну все это ведет ,False
Ugj_juuAOLnEK3gCoAEC.7-H0Z7--GGH70GsoNKj9WZ,xZUzfzTLD4U,ChosenTrash,вырвано из контекста были там люди с огнетушителями ,False
UgjR1CHlcX6c3HgCoAEC.7-H0Z7-ST_R709wnRpuHF4,K0icRY1Ae5A,Slava Ljutoff,бгг ты такой же упоротый идли в получление и посмотри кто кого и как а будешь возмущаться в шахте утопят но зато ты пидор упоротый будешь своими глазоньками видеть про че те тсн и айситиви базарят а так ты просто петух приехало небось не в парашу а сюда к нам на здоровую украину ну так если че давай пересечемся я тебюя с людьми познакомлю обоснуешь им про тсн и айситиви не сцы ебать и пиздить такое чмо никто не будет максимуцм гражданства по итогу танцев лишишься петушок и прямой дорогой на историческую родину ,True
UgiFMp78oz3pCHgCoAEC,zCmV4dX5tgs,DmitreiSPb,вероника крошеннинова храни тебя господь за твою мудрость а хакамаде спирт все мозги выжег все время в темных очках от пьянства ,False
UgirBXrJFp_723gCoAEC,xTfMbgQqEeg,natfilimonova,врет и не морщится ,False
UggxArlqzIENE3gCoAEC.7-H0Z7-BRBN7-Of8oPTplS,6NeJfnvbFHE,Corben Dallas,прийди на майдан і скажи принизливе мені в очі я порву тебе від жопи до макушки і за свої слова я відповісти зможу в любий час ,False
Ughj4SojrEwXYXgCoAEC.8-VllCVE7Io7619BFhle4Z,0WsJ8-tJeC8,thealphazoid, евгений гудэ если у вас просто так не приносят не факт что такие же люди везде за границей если что и марта киевляне точно также бесплатно носили одеяла и чай застрявшим под стежными завалами на дорогах ,False
Uggkur8eZ9gTE3gCoAEC.7-H0Z7-T2Ly7-M_2K67HVX,FXCliOGt0Jc,Egor ro, максим олеговичне в воды черного моря учитесь читать ,False
UggRbBVL7t0Kc3gCoAEC,U3iQHBgl1_8,Igor Zavolovych,я там був це неперевершено ,False
Ugj2tXB9Rnp8ingCoAEC.7-H0Z7-BfL-70Dn_Vf0Ayj,eTVeKp8nM3Q,Andrey Koptelov,знаешь как страшно мы же не привыкли без указаний россии кто нам друг кто враг в мире страшно но нужно кто дойдет тот победит ужас как страшно не стать югославией ,False
UggtmPRS97kW2HgCoAEC,bkrHEut79Jw,Alex Ded,бычарня тупая их надо за рога и в стойло как скот это не люди не граждане это тупые животные которых отсреливать надо как скотов ,True
UghTeuqcJw_FRngCoAEC,T6IbEIBhb8o,BattleFish,слава беркуту слава украинскому спецназу слава настоящим патриотам украины позор шлюхе кличку яйценюху тянихую и другим мразям убивающим собственный народ вы будете гореть в аду хохляндия уже распалась как государство восток не признает новую майданутую власть и будет с оружием в руках защищать свой суверенитет ,True
UgjwFr9jM51eHXgCoAEC.7-H0Z7-3w9x7-HIXmQFrsg,uhwtsjFbQK4,Ruslan Biezupriechnyi,это был не яценюк вообще то ,False
UghJORkTlKZ3TngCoAEC.7-H0Z7-B9cD76WhONFzumf,eufNblKL65s,Вадим разведкаВДВ,у тебя в заднице будет майдан съешь огурцов с молоком ,True
UghDJGWCzh0sqHgCoAEC.7-H0Z7-3D-N7-HewCfWS--,o9hyneGbGoM,Іруська Кухарук,у кожного своя стіна ,False
UgjAUNk47QwDVXgCoAEC,xZUzfzTLD4U,RITA CHLENIX,я бы в вас кинул уебков если бы беркут хотел давно бы загасил всех находящихся там долбоящеров ,True
Ugh3PMM4sEg8PHgCoAEC,eRNgCIsFhAo,Всеволод Ткач,героям слава ,False
UggByWmHrRT-6ngCoAEC,8SqTaE4-5a4,FROSTANDARK,я из донецка иза войны теперь живу в киеве ,False
UgjZi6LvVHN3YHgCoAEC.7-H0Z7-NS3h7-J1W1Hg8Bc,8E4dT0qGPKg,Проста Я,сергей наша милиция нас не бережет и не защищает именно поэтому сейчас столько вышло людей наши правоохранительные органы страшнее бандитов насилуют убивают и остаются безнаказанными доказательство этому не только разгон на майдане а повседневная жизнь украинцев это больше всего пугает простой человек никак не защищен ,False
UggkwYztSCGJsngCoAEC,8SqTaE4-5a4,Настюша Гага,русская но когда слушаю эту песню слезы на глазах наворачиваются ,False
Uggpckrhv1lE6HgCoAEC,0WsJ8-tJeC8,Виталий Трифонов,да за идею они стояли совсем не за деньги ,False
UggjVkSlwnITingCoAEC,8SqTaE4-5a4,Yung Little,а почему года ,False
Ugh-NKbZvlXRBngCoAEC,T6IbEIBhb8o,TheFm2fm2,янукович полный лох у него уже второй раз западенцы президентское кресло силовым путем отбирают а все потому что их не так уж много чтобы просто выиграть выборы на майдане стоят наемники хороший пример наши соседи муж и жена вместе поехали на майдан на заработки получали по грн в день и это при том что они имели самую низкую должность в майдановской иераркии дай подай принеси иди нах не мешай иногда давали с флагом постоять рассказывали что у тех которые бросают бутылки с зажигательной смесью вообще особый статус и почасовая оплата в долларах вдвоем за неделю заработали грн и снова поехали на майдан ясно что все это спланировано очень могущественными силами и в майдан вложены огромные деньжища вывод только один организаторы майдана после успешной операции каким то образом собираются вернуть затраченные деньги с большими процентами а рядовой народ только в проигрыше остался курс гривны упал ниже плинтуса и продолжает падать цены поползли вверх зато какие они теперь стали свободные можно жечь дома бить ментов грабить админздания и тебе ничего не будет прям мечта анархиста ,True
Ugh620VvFeAO9ngCoAEC.7-H0Z7-54Ud7-jzj1PtEHg,IC7sx75-A0Q,Pingvin 01,всю верховну раду ты не переучиш ,False
Ugi5gym6H7dsangCoAEC.7-H0Z7-J6uP7-ya2Vf691v,eP4ggwPaRts,Алексей Кожемяко,когда сам в анале не открывай ебало дерьмо беркутовское слава украине ,True
UghujkTNnDMqHXgCoAEC,T6IbEIBhb8o,Евгений Белозеров,какие силовики вы на желтые ленточки гляньте это же правые силы майдана ,False
Ugh6k569lrcSAHgCoAEC,xZUzfzTLD4U,John,недобитые бандеровцы и их идейные дети подняли голову на украине ,True
UgjKmSlLy-G8n3gCoAEC.7-H0Z7-Buhb709eErz1xfn,FMdk1D1ktBw,UnSergs,надо было чтоб они тебе голову проломили чтоб другие такие как ты не рождались ,False
UgjiwoKyhdcVkHgCoAEC,zCmV4dX5tgs,sergiy samko,что бы сдох соловей скотина гандон пидар вош еврейская ,True
Ughk0hKTUIypfHgCoAEC,eufNblKL65s,weighty argument,нуууууу если сравнить территории россии и той же турции то конечно в россии численность людей умерших больше нашел что сравнивать а в сша детей не насилуют и не убивают в китае вообще можно рожать только одного ребенка хочешь второго плати а у кого таких денег нет значит усыновляй по этому и сирот там меньше в той же самой америке жить с престарелыми родителями вообще не принято эти родители под закат жизни все в пансионатах живут в африке вирусная эпидемия а вообще откуда инфа живет во франции статистику наверно из соц сетей черпает нет сам в россии опрос проводит хрен старый ,False
UghYeVc9IBheaHgCoAEC,T6IbEIBhb8o,Максим Огарь,файк ,False
Ugg73Y7TolwSu3gCoAEC.7-H0Z7-2Lhf7-H114l0RCK,lGRWR0wVp7E,roadcontrol,слава богу я не выкладываю ролики где андрюха кроет гайцов трехэтажным матом у вас бы вообще сердечный приступ случился бы ,False
UghPnCVSi_UaKHgCoAEC,8SqTaE4-5a4,MadeGuyBeat angry,я тоже и россии но это виновата америка она из за долгов устроила войну вам и всю вину свалила на нас ,False
UgjYnbrdRvIXHngCoAEC,C9KnffwQQvY,Gala Nova,дай бог ,False
UghHcLqv2QLqlngCoAEC.7-H0Z7-I5oV7PtSJ2gGbGE,ihixlCUv3tY,Алексей Михайлов, андрей ракитин покажи мне на этом видео хотя бы у одного митингующего любое оружие ,False
UghJORkTlKZ3TngCoAEC.7-H0Z7-B9cD78tigVOgZ4r,eufNblKL65s,магомед гасанов,ни один вариант майдана в россии не пройдет они опоздали сейчас авмериканцев на украине бьют а в москве им удачи не видать ,False
UgifynpL6maAbngCoAEC,o4M1gwYvlaI,Сергій Ясик,круто ,False
Ugh9v21v9B4pQngCoAEC.7-H0Z7-LmC_7-MAeTP_n8B,T6IbEIBhb8o,Роман Лозовський, александр войскатебе самому порожняк гнать не надоело выродок кацапский я тебе обо всем уже сказал не гундось попусту дешевка иди соси у медвепутов раб системы и причем тут пендосы хуже вас мразей кацапов людей нет да и не люди вы нелюди ,True
Ugg9XjvuoNp7zXgCoAEC,IC7sx75-A0Q,Донецк Иловайск Луганск ополчение,я рингтон с припева забабахал на митинге кто то в машине поставил зацепило и нашел его надо его сделать реально гимном ,False
UghYC5i3SbRkSHgCoAEC,XZOmqRzLqp8,Iio Gamer,нету слов слезы на глазах такие ребята ушли из жизни вечная пам ять героям украины ,False
Ugi-crflXmNd8ngCoAEC.7-H0Z7-UTOf7-H6qDkG7Hx,yBTb4KZw7vc,Евгений Шутов,правильно на кого меняем фамилии пожалуйста ,False
UggnLPb53KkVLXgCoAEC.7-H0Z7-L5dw7-rv72xX8m7,FMdk1D1ktBw,сергей титов,согласен ,False
UggcQtsyF9aeEHgCoAEC.7-H0Z7-AqX37-HjP-Q7Uco,eRNgCIsFhAo,ANDREEV, алексей никола мальчік дибільчік поміть я тебе не ображав це моя думка думка на яку маю повне право тому перед тим як щось говорити писати думай дякую за увагу ,True
Ugj1xiyw_UReRXgCoAEC,eufNblKL65s,Владимир Владимирович Славинский,почему ты живеш за границей получая деньги в россии ты платиш налоги в америке бог он все видет и за ложь тебя накажет и накажет жестоко очень скоро ,False
Ugh-Lc3OgI6La3gCoAEC,rugiGF9TUjU,Alexandre Art,три провокатора гонят людей на бойню выступают как в театре юного зрителя все жертвы на их совести ,False
UghND5Z8Hgo-KXgCoAEC,V8B4KOpCSV0,дмитрий бобров,золотые слова добавить нечего главное чтоб и наши олигархи которые под америку пляшут понимали что народ это сила и на не все держится ,False
UgjrTlWV_DlAR3gCoAEC.7-H0Z7-DCsM7-H5NkhE2c3,T6IbEIBhb8o,akeora blakstar,да хули там той крови пролилось вскорем времени это все покажется цветочками ,True
UggcoQj_4YLyBHgCoAEC,zCmV4dX5tgs,павел Луценко,молодец хакамада надо почаще ее на диспуты приглашать пусть все видят дурость и сидящую внутри халду с привоза ,True
UgiC1uRwhvPBF3gCoAEC,-1q9A3eSiHg,Дмитрий Гарбуз,пропасть дорогие российские друзья как оказалось между нами пропасть ,False
UgiGe4nKFkFepngCoAEC.7-H0Z7-P66572wzeZdkUmU,Ftny4OUEc6I,Max Chernopolskiy,ну ты понел ,False
Ugguz3UqzY9UUXgCoAEC,T6IbEIBhb8o,crisisofeconomics,радио пятая колонна представляет ,False
Ugj0XYOZGgNy0ngCoAEC,0WsJ8-tJeC8,korra,константин огроменное вам спасибо за это видео снято не только правдиво но и интересно я смотрела как очень интересный фильм буквально оторваться не могла ,False
UggLd7_uZa5EnHgCoAEC,H8ABnhoxhMw,Norman Normanovich,ах бедную выгнали за то что за что да продалась она вот и выперли да и сумашедшая она вот где собака зарыта ,False
UgixkEJKuv7Hs3gCoAEC.7-H0Z7-HtOX7-H0zpTyVqX,uhwtsjFbQK4,Alex Robbensumy,по крайней мере россия нас збагатила русский народ посмотрите сами что чудит ваш диктатор откройте глаза ,False
UghhH-SBUjaCXXgCoAEC.7-H0Z7-46DD74D8cI0pZL0,H_ToRtwlvpI,GALE, саша гарматний а теперь представь ты в европе что дальше что изменилось ,False
Ugj4PLMhdOIBNXgCoAEC.7-H0Z7-6vDn7-K4L-pIPEK,8SqTaE4-5a4,макс барадач, евгений пирогов я не верю никаким новостям и властям я просто верю что везде в россие украине есть нормальные люди с головой на плечях максим украина ,False
Ugy_kWIpzdXIND36q2B4AaABAg.8Z3kNTmCL568d7bbT1ugdw,8SqTaE4-5a4,Владимир Фадеев, ,False
UgiulNx5PeKga3gCoAEC,0WsJ8-tJeC8,DevilSerg88,ой какое позитивное видео как же нас тут обманывают ведь беркут просто на углях танцевал и загорелся его никто не поджигал а кидали им водички попить долго стояли пить захотелось и цепь их никто не бил просто комаров отгоняли от них и ребятки то носят масочки что бы их с учебы не выгнали а не потому что они с пар убежали на майдан а после майдана то как зажилось хорошо все счастливы страна объединилась новые рабочие места повышение зарплат снижение налогов прям как в европе зажили ,False
UgikY0HpFlO843gCoAEC.7-H0Z7-IXf_76_pJINMKwC,0WsJ8-tJeC8,СВIДОМIЙ УКРАЇНЕЦЬ,шо интересно уся эвпопа с ужасом думает а шо такое с ими буде если эвропэйски украинцы рынутся к им брататься ,False
UggEPABxPZMm0XgCoAEC,V5uy0IGiWkQ,3ucMeHTypA,у украины варианта либо это передовое государство таможенного союза главный партнер тс с ес либо это осталое государство ес никакой не партнер ес с тс потому что в ес всегда была главной германия и она ею останется выбор за украиной ,False
UghwZV5trmHieHgCoAEC,xTfMbgQqEeg,Gregory Zarubich,что за хуйня у него на губе ,True
UghEJYs1tmK4gHgCoAEC,T6IbEIBhb8o,Serdar Atayew,что за придурки эти силовики я всегда думал что они умные могли бы и прятаться снайпера обычно прячутся а не пантуются перед камерой а почему толпа так смотрит не чего не делают ,False
UgjvDN1HkUm103gCoAEC.7-H0Z7-BnOh7-HYpuGrbLp,C5gMfTBIBzc,BayanTheOne,звісно ніхто він сам устав ,False
Ugid3S_L3gvxJ3gCoAEC,0WsJ8-tJeC8,Сергій Легедза, костя привіт я сергій афанасьєв той що найбільше говорив в наметі коли ти знімав цей кліп ми слава богу живі все добре після трьох місяців напруги та все ще попереду тепер треба будувати бо життя продовжується нам допоможе небесна сотня ,False
UghzYR_JEkLoAHgCoAEC,zCmV4dX5tgs,Serg Radon,сука крашенинникова отмассируй себе свои продажные мозги ,False
Ugh5wppqKVRQrXgCoAEC,T6IbEIBhb8o,kat180666,радио свобода хватит пропагандировать ложь переворачивая все с ног на голову слава богу что в украине есть настоящие патриоты представители народно освободительного движения нод и они себя еще покажут не путать с ультраправыми фашиствующими радикалами эти в аду гореть будут за свои бесчинства ,False
UghVXoNXsqygaHgCoAEC.7-H0Z7-6T5W7-KFwH2LJ54,RbK-E3N8bf8,Alex Boiko,а ты нет переживай люди уже обучены практика хорошая кто обманит народ того будет ждать таже участь что и яныка а кацапы попугаи когда их путин будет каждого нагибать по очереди то сами начнут повторять за украинцами только им уже европа не поможет и белоруссы тоже а может путька подумает хорошо перед тем как обижать свой народ ,True
Ugj5RyoR0VFfG3gCoAEC,8SqTaE4-5a4,The MiX Channel,я понимаю что происходит я сосед украины я из молдовы мне тоже не безразлична судьба украины но в евросоюзе она утопится ,False
Ugg3HCqhwGefa3gCoAEC.7-H0Z7-5s6q7-yW7GN4Gqs,eufNblKL65s,Влад Василевски, встать с колен нагнуться и раздвинуть булки ,False
UghwVjPZBO2M4ngCoAEC.7-H0Z7-8vFg7-MrkKSt04F,FXCliOGt0Jc,Gunslinger, андрей турчин не можешь опуститься проходи мимо а есть что сказать по теме не ссы говори прямо здесь имена и фамилии ничего не меняют ,True
Ugi_Vpc-JtO8KHgCoAEC,FMdk1D1ktBw,Олег Соколов,это самооборона ,False
UgihuDh4IKQOsXgCoAEC,ihixlCUv3tY,Vlad Sam,твари отмороженные быдло доморощенное в одессе на одного чечена полк нагнали с бтром и снайперами частную гостиницу и автомобили в хлам расъепашили а тут пацанов сопливых втроем четвером куячить мастера понимаю что и там много нормальных адекватных людей служит но те которые учинили такое обычные подонки в форме ,True
UgiXsiH1T4MQO3gCoAEC,Lu2AObax0lo,За Україну!,слава україні ,False
UggDILNXGzdMq3gCoAEC.8GeJxnpPPqI8Iob9mn0Flx,8SqTaE4-5a4,Vadim,надеюсь ты ошибаешься ,False
Ugi-PLFmYnyBk3gCoAEC,H8ABnhoxhMw,Alexander Frank,хакамада жалкое чмо или умирающий после наркоты или алкоголя мозг ,True
UggK9Y0oJSHPWXgCoAEC.7-H0Z7-TrsQ7-IaeTwOwY7,5eTgme4dcFg,евген добрий,ти вчитель клавіатурний соси мовчки працюй мовчки кавказу потрібні раби чого до нас пхаєтесь рішайте свої проблеми ,True
Ugg-iMgx3_wTkHgCoAEC,BY_cFQWqZtc,Taras Golovashchenko,юрій бондаренко ви і є бидлом яничарином самоїдом я б знищував вам подібних у газових камерах ,True
UggcWMTmflQNS3gCoAEC,ZPzxbeWirUU,галичанин бандера,вали звідси лапотник ,True
Ugi2dLLtufVPZXgCoAEC,zCmV4dX5tgs,Pilot,о фашистах в наше время говорят только сами фашисты сродни тому что кричит держи вора сам вор ,False
UggP8laaikT8AHgCoAEC.7-H0Z7-T43o7-N9PxmROou,IQFGSfk7NZs,сергей шевцов,ах ха ха правильно кто крикнет в донецке героям слава голову проломишь а кто крикнет ублюдкам слава что сделаешь расцелуешь ,False
UgjYRhy3MHoxI3gCoAEC,SwZ_LW9NsUE,Володя Григоров,шкуру янукович все равно не спасет этим у нас говорят про людей в таком положении путник ,True
UggGDUEluPKKZXgCoAEC,tKL1eGmVzoc,Кася Люсай,молодцы вот настоящие донецкие парни любим вас ,False
UgifU1alsNJLAngCoAEC,zCmV4dX5tgs,Vasil Molot,хакамада где же сейчас воля и дух украинцев ,False
UgjmJNMHGNl2kHgCoAEC.7-H0Z7-2l9h7-I8r7NVJ2w,0WsJ8-tJeC8,MrTankha, россия может в следующий раз и не помочь помогать нашим бандитам не надо ни в следующий раз ни в этот не надо было эта помощь от нее еще много беды будет ,False
Uggg4gnRC5bIRngCoAEC,GGaQ5BDNouM,Влад Ильенко,відео для тих хто вважає що на майдані стоять проплачені люди бомжі безробітні і т п там стоять герої нашого часу слава україні ,False
UgjRipZAhZ4rUHgCoAEC,AyVvGv4Seag,Taras Andrukhovych,браты сября як приємно шо ви були з нами ,False
UgjvjaLWVANX5XgCoAEC,KUCR8xORoUo,SuperNaykon,мужи блять я хуею ,True
Uggtf9--fQwhIXgCoAEC,eufNblKL65s,Виталий Ситников,русские молодой народ у дяди по моему старческий маразм уже ,False
Ugj8h5w6HYuRG3gCoAEC.7-H0Z7-ScBE7-H2wow32Wm,GGaQ5BDNouM,Squar3d,на родном языке писать религия не позволяет ,False
UggfefJGPxw_JXgCoAEC.7-H0Z7-EdFo71jY9lL45sO,8SqTaE4-5a4,Maks Ignatov,точно ,False
UghdZm70ksbHu3gCoAEC,6HtbdFfaYUc,Aleksey Sadovnikov,быдло разогнали ,False
Ugiwh54hY7_OZXgCoAEC.7-H0Z7-EHkb7-VBltHKbpK,8SqTaE4-5a4,михаил косарев, юлия брык полазь по интернету там куча особенно в контакте в живом журнале а потом по насилуй себя словарем как раз таки наше сми показывает что ваши зеленые феи на границах и рвы ваши люди капают а не российские твой удел детей кормить и растить а не тут чушь писать для справки я не с россии и не украины в моей стране можно объективно все видеть ,False
Ugjl_gLFfEhbDXgCoAEC.7-H0Z7-DWEO7IrpsWZ5FV7,MW8rKKxjhWQ,Андрей Захаров, кастанеда хенаро да я смотрю у нас новоявленный пророк а что скажите по свою судьбу ,False
UggYyPmAeuEr_ngCoAEC.7-H0Z7-DqAs7-KC5SZrciz,8SqTaE4-5a4,Константин Никольский, артем попов из за них умерло людей не больше чем из за гитлера сталина ленина любая великая идея влечет за собой человеческие жизни не героизирую бандеру но сама советская власть виновата в его идеализировании не надо было его убирать тем самым сделав из него мученика во имя идеи я не могу понять как можно верить в бегающих по городам бендеровцах именно бендеровцах остапа бендера на них нет как можно называть людей в велосипедных шлемах и строительных касках с самодельными щитами оружие было у единиц пневматы специально подготовленными боевиками а хорошо вооруженных солдат рф в крыму стихийно возникшей самообороной ответьте мне на это ,False
UghDDOkq9kxLvngCoAEC.7-H0Z7-K85M7-INi0Hjxua,AyVvGv4Seag,Shid UA, ты за нас кацапорылый не переживай а ты жуй жуй путинское сено и в украину свои копыта не суйте империалисты чертовы ,True
UgjUw-mNIW-7GngCoAEC.7-H0Z7-Fhcl70owlfnhnua,wObv3OVPk30,slaz Jan,я живу здесь меня не интересует что происходит в других странах товарищи патриоты хреновы прекращайте жить в сша или еще где возвращайтесь на родину вам нужна справка увы я не врач и патологию мозга не лечу самое простое самолечение зайдите в блог леши навального там материалов вам на пару лет чтения фамилии документы видео и фото фиксация еще можете почитать заунылые доклады немцова с миловым путин итоги и путин коррупция читать невыносимо сплошные цифры и отсылки к финансовым документам и официальным статистическим данным чтобы не возникало шапкозакидательских сомнений напомню вам что когда лужков стал неугоден власти мерзкие фильмы про него нтв снимало по данным из доклада немцова что касается китайцев нужно немного разбираться в географии чайна таун он где то далеко от китая на другом материке там китайцы успешно осуществляют экономическую экспансию у нас же сопредельные территории причем у нас в пограничных краях очень низкая плотность населения а у них высокая у нас на границе одна дивизия а у них две армии уж кто кто а хохлы для россии никакой угрозы не представляют америка тоже европа тоже последним нет смысла осуществлять военную экспансию на россию завоевать русских не удавалось еще никому а вот превратить в сырьевой придаток удалось вполне успешно а вот перенаселенному китаю сопредельные земли очень нужны володя конечно же ферзь в этой игре но не он сидит за доской а вот хлебать говно от его амбициозных решений будет народ россии с чем вас и поздравляю ,False
Ugio65h-w03bxHgCoAEC.8924-3mpNd18_1DwwjV7yS,8SqTaE4-5a4,Maxim 122,слава україни героям слава слава націі пизда росийський федераціі я говорю про правительство извените кого обидил ,True
UgitEOPqe58LYXgCoAEC.7-H0Z7-HWrQ77Btj2eNkKM,E950t1WGiE0,balobolko Yuk, людмила мартынюк я так понимаю говорить в живую вы не хотите тогда вам мысль народ который не знает своего прошлого не имеет будущего потрудитесь изучить историю россии и украины многое вам станет понятно ,False
UggLdpk-0NiHW3gCoAEC,H8ABnhoxhMw,Лариса ПАШКО гурт РОНДО,соловьев ты империалистический дурак и идиот ирина молодец и одесситы и донбасцы и луганцы и харковьчане все были на майдане ,True
Ughd9eabopWun3gCoAEC,wObv3OVPk30,Александр Дубовко,что то будет посмотрим нас не кто не будет оккупировать нам должны помочь нужна ситуация и прецедент руководители восточных областей нас слили но лидер появиться лидер появиться так было уже не раз вспомни историю и поляки в москве сидели французы тоже гитлер тоже почти москву взял… мы уже не раз переживали евроинтеграцию основанной на геноциде нужен сетевой подход выявляешь среди своего окружения своих он должен среди своих находить своих и так далее уверен через десятого своего человека мы будем знать друг друга в мелочах не геройствуем за зря готовимся готовимся спортзал туда сюда не маленький понимаешь наступит момент ситуации думаю с пол года до полутора лет и мы рванем в перед этот момент будет очевиден удачи братья ,False
UgiUAY1LKqnOT3gCoAEC.7-H0Z7-Cue27-T5WSUobC9,8SqTaE4-5a4,Katherine Roman,бля обидно что все украинцы для вас бендеровцы с ,False
UggaU5KP9p69XHgCoAEC.7-H0Z7-QTNK7-TVwaNtLdP,eP4ggwPaRts,Victor Chemakin, виктор зазаза кстате читка действительно крутая ,False
UghzN6uPbaq-C3gCoAEC,0WsJ8-tJeC8,Хаитов Сергей,видео предвзятое автору не откажешь в смелости но в объективности вполне слава богу в россии белоленточникам не дали распоясаться иначе могло случится то что мы в украине наблюдаем предатели или глупцы саботажники иностранные агенты зажравшиеся либералы которым скучно стало адреналина захотелось что ли правильно разогнали на болотной это стадо финансирование перекрыто телеканалы под контролем государства чтоб чушь не несли и сказки про демократический бред не рассказывали а в интернете их можно смело бить фактами здесь эти тролли ничего сделать не могут народ уже во весь этот прозападный бред не верит а вам константин я советую одуматься и по майданам с рекламой будущего беспредела не мотаться ,False
UggPxjgvkJ8njHgCoAEC,eufNblKL65s,del host, президент медведев запись древняя ,False
UggephRaMLz1MHgCoAEC,IqFdatdem64,johndo11111,ну что бараны развалили страну дядя сэм еще не тому научит ,True
Ugi35KUAwIzEhHgCoAEC,T6IbEIBhb8o,Веня Донецк,долбоебский канал это вы сука майданутые черти у беркута другая экипировка что гандоны не смогли экипировку найти утята западные ,True
Ugg9gsN4JFAf5ngCoAEC.7-H0Z7-M_2p7-LvvObRClj,8SqTaE4-5a4,Jura Alex,кто сказал канал ,False
UggC_6L8UdOUTngCoAEC,xTfMbgQqEeg,Юра Кириченко,ему люди кричат не ври и правду а оно что то про цензуру и только положительную информацию ,False
UgiH5obbHSNccngCoAEC,TATn7Q207y0,Evan Seven,мусарське бидло ,True
UgiobwTHleYb_ngCoAEC,T6IbEIBhb8o,kosto126,они год тоже были пидером ,True
UggW4ZkB5_wjEHgCoAEC.7-H0Z7-20au7-IJmgCv5l3,SwZ_LW9NsUE,Восточный Фронт,жека на закарпати очень много хороших людей никто невиноват я сам там много был когда выступал реч не об етом реч идет о том что ненадо навязывать своих героев в тех городах где их даже небыло и которые ети герои не защищали я думаю ты со мной согласишся ,False
Ugi0raDjmlF6tHgCoAEC.8FwQ9qUpD9r8QRm0pUu3ci,FURCpwiZQuc,SinCity Company,оливер стоун является только продюсером фильма украина в огне а режиссером является игорь лопатенок ,False
UghSX2g-mQro7XgCoAEC,eufNblKL65s,вата ватная,вот чего не хватает страна дала все и опять мало мало ну неужели нельзя жить не обсирая свою страну хотя она уже наверно стало чужой ,False
UggF96xx5WcbE3gCoAEC,ihixlCUv3tY,Роман Казаринов,была еще хоть страна нормальная ,False
UggfARyTZrjreHgCoAEC,vFnyN6QaAS8,Максим Рябухин,крым всегда был русским ,False
UgjiqUa8QOPr53gCoAEC,FXCliOGt0Jc,Вита Бондаренко,это же чего надо было нанюхаться чтобы такого нагородить после таких рассказок становится понятно почему россияне так ненавидят украинцев у него от страха перед глазами только америкосы мерещатся со своей оккупацией ,False
Ugh-u83pSU_sx3gCoAEC.7-H0Z7-Ec337-tlEhfKT3g,8SqTaE4-5a4,H1G4,что ты блять сейчас за хуйню сказал мы россияне не дадим в обиду этих фашистов бандерлогов псевдопатриотов да хуй там был иди нахуй мальчик бандеровцев никто не любит разве что тупое быдло ,True
Ugg-pRF_Yb_T_ngCoAEC.8L6svFJm8Mo8bjWcFkaURZ,8SqTaE4-5a4,Антон Хорощенко,б днестровский украина слава украине ,False
UgivKewyx55yY3gCoAEC,8SqTaE4-5a4,Настя Романова,нету слов я реально плакала ,False
UghBIMUNoTCVfHgCoAEC,K8AXOV4ovfA,Максим Осипчук,героям слава ,False
UghnO9YEljBSj3gCoAEC,8SqTaE4-5a4,Кирилл Силаев,блин прослезился ,False
Ugg2wDe5gLzLEXgCoAEC.7-H0Z7-Gpix7-H7yb3tGqG,CEfOum6AsuA,Dmytro Stepanyuk,ну можно объяснить какой канал лучше чем писать чушь в коменты ,False
